donor_id,Recency,Frequency,Monetary,Time,donated_last_quarter
D00965,1,1,450,1,1
D00966,3,1,450,3,1
D00967,0,2,900,6,1
D00968,11,4,1800,16,0
D00969,2,6,2700,36,1
D00970,3,8,3600,32,1
D00971,6,7,3150,21,0
D00972,1,8,3600,32,1
D00973,3,23,10350,120,1
D00974,1,3,1350,12,1
D00975,5,1,450,5,0
D00976,3,9,4050,63,1
D00977,1,16,7200,80,1
D00978,4,3,1350,12,0
D00979,2,2,900,14,1
D00980,2,1,450,2,1
D00981,7,4,1800,20,0
D00982,14,22,9900,110,0
D00983,1,1,450,1,1
D00984,1,2,900,6,1
D00985,1,2,900,8,1
D00986,4,1,450,4,0
D00987,0,2,900,12,1
D00988,3,1,450,3,1
D00989,5,3,1350,12,0
D00990,3,2,900,6,1
D00991,0,7,3150,42,1
D00992,5,21,9450,63,0
D00993,3,1,450,3,1
D00994,2,12,5400,48,1
D00995,5,4,1800,16,0
D00996,4,3,1350,9,0
D00997,0,4,1800,28,1
D00998,1,2,900,10,1
D00999,5,1,450,5,0
D01000,6,9,4050,27,0
D01001,7,4,1800,24,0
D01002,6,2,900,8,0
D01003,24,6,2700,24,0
D01004,2,9,4050,36,1
D01005,1,1,450,1,1
D01006,4,1,450,4,0
D01007,4,1,450,4,0
D01008,4,1,450,4,0
D01009,2,3,1350,9,1
D01010,1,2,900,6,1
D01011,3,2,900,8,1
D01012,3,1,450,3,1
D01013,3,2,900,6,1
D01014,3,8,3600,32,1
D01015,7,12,5400,84,0
D01016,0,3,1350,21,1
D01017,1,2,900,12,1
D01018,0,1,450,0,1
D01019,12,2,900,14,0
D01020,0,2,900,10,1
D01021,4,3,1350,15,0
D01022,12,12,5400,84,0
D01023,2,1,450,2,1
D01024,3,5,2250,25,1
D01025,15,3,1350,15,0
D01026,14,17,7650,119,0
D01027,0,1,450,0,1
D01028,2,1,450,2,1
D01029,3,1,450,3,1
D01030,10,29,13050,116,0
D01031,4,1,450,4,0
D01032,1,2,900,14,1
D01033,7,6,2700,36,0
D01034,2,1,450,2,1
D01035,4,1,450,4,0
D01036,2,1,450,2,1
D01037,5,14,6300,84,0
D01038,2,5,2250,25,1
D01039,4,1,450,4,0
D01040,1,3,1350,15,1
D01041,31,50,22500,120,0
D01042,4,3,1350,21,0
D01043,2,8,3600,40,1
D01044,2,8,3600,40,1
D01045,8,5,2250,25,0
D01046,2,1,450,2,1
D01047,0,1,450,0,1
D01048,2,1,450,2,1
D01049,6,4,1800,12,0
D01050,4,1,450,4,0
D01051,1,6,2700,36,1
D01052,2,1,450,2,1
D01053,2,1,450,2,1
D01054,1,4,1800,24,1
D01055,3,3,1350,18,1
D01056,5,5,2250,15,0
D01057,10,2,900,10,0
D01058,8,3,1350,18,0
D01059,10,2,900,12,0
D01060,4,1,450,4,0
D01061,5,3,1350,21,0
D01062,5,1,450,5,0
D01063,3,6,2700,36,1
D01064,1,7,3150,21,1
D01065,2,4,1800,12,1
D01066,0,2,900,8,1
D01067,5,7,3150,28,0
D01068,12,7,3150,21,0
D01069,4,1,450,4,0
D01070,14,2,900,14,0
D01071,4,25,11250,120,0
D01072,2,1,450,2,1
D01073,1,1,450,1,1
D01074,1,6,2700,36,1
D01075,0,2,900,8,1
D01076,1,2,900,10,1
D01077,5,1,450,5,0
D01078,6,8,3600,48,0
D01079,6,2,900,6,0
D01080,3,17,7650,102,1
D01081,3,10,4500,40,1
D01082,3,1,450,3,1
D01083,2,1,450,2,1
D01084,13,7,3150,35,0
D01085,0,8,3600,24,1
D01086,0,1,450,0,1
D01087,2,3,1350,9,1
D01088,1,20,9000,80,1
D01089,0,2,900,14,1
D01090,3,1,450,3,1
D01091,0,5,2250,30,1
D01092,1,12,5400,36,1
D01093,5,1,450,5,0
D01094,10,2,900,14,0
D01095,4,24,10800,120,0
D01096,9,3,1350,9,0
D01097,4,1,450,4,0
D01098,1,2,900,8,1
D01099,1,14,6300,42,1
D01100,1,1,450,1,1
D01101,10,2,900,10,0
D01102,2,1,450,2,1
D01103,4,9,4050,36,0
D01104,0,7,3150,28,1
D01105,5,1,450,5,0
D01106,3,1,450,3,1
D01107,3,3,1350,12,1
D01108,5,9,4050,63,0
D01109,3,2,900,8,1
D01110,2,2,900,6,1
D01111,4,1,450,4,0
D01112,9,22,9900,88,0
D01113,5,1,450,5,0
D01114,2,21,9450,63,1
D01115,12,4,1800,12,0
D01116,10,2,900,10,0
D01117,6,4,1800,12,0
D01118,2,27,12150,108,1
D01119,1,33,14850,120,1
D01120,0,2,900,6,1
D01121,0,6,2700,30,1
D01122,3,1,450,3,1
D01123,1,2,900,8,1
D01124,1,2,900,12,1
D01125,3,1,450,3,1
D01126,5,4,1800,28,0
D01127,9,14,6300,98,0
D01128,1,1,450,1,1
D01129,5,2,900,8,0
D01130,2,1,450,2,1
D01131,0,1,450,0,1
D01132,0,3,1350,12,1
D01133,2,15,6750,60,1
D01134,2,3,1350,18,1
D01135,5,3,1350,18,0
D01136,7,2,900,10,0
D01137,4,1,450,4,0
D01138,10,35,15750,120,0
D01139,3,8,3600,56,1
D01140,2,1,450,2,1
D01141,3,2,900,6,1
D01142,1,9,4050,27,1
D01143,6,4,1800,28,0
D01144,0,1,450,0,1
D01145,5,2,900,6,0
D01146,8,2,900,8,0
D01147,2,5,2250,15,1
D01148,12,2,900,12,0
D01149,3,3,1350,12,1
D01150,4,1,450,4,0
D01151,0,2,900,8,1
D01152,2,3,1350,18,1
D01153,1,3,1350,15,1
D01154,1,11,4950,66,1
D01155,10,2,900,12,0
D01156,1,7,3150,49,1
D01157,9,4,1800,12,0
D01158,3,1,450,3,1
D01159,1,5,2250,35,1
D01160,4,1,450,4,0
D01161,1,2,900,12,1
D01162,11,14,6300,42,0
D01163,12,3,1350,15,0
D01164,2,3,1350,21,1
D01165,0,11,4950,66,1
D01166,0,2,900,8,1
D01167,0,2,900,8,1
D01168,17,3,1350,18,0
D01169,3,1,450,3,1
D01170,15,3,1350,15,0
D01171,7,2,900,8,0
D01172,2,3,1350,12,1
D01173,1,1,450,1,1
D01174,2,2,900,6,1
D01175,4,9,4050,27,0
D01176,2,8,3600,32,1
D01177,6,2,900,8,0
D01178,0,1,450,0,1
D01179,3,6,2700,36,1
D01180,3,4,1800,12,1
D01181,5,1,450,5,0
D01182,0,1,450,0,1
D01183,7,5,2250,15,0
D01184,1,3,1350,9,1
D01185,1,2,900,12,1
D01186,5,1,450,5,0
D01187,4,1,450,4,0
D01188,10,9,4050,54,0
D01189,11,38,17100,120,0
D01190,8,29,13050,116,0
D01191,1,4,1800,16,1
D01192,4,4,1800,16,0
D01193,4,1,450,4,0
D01194,2,10,4500,30,1
D01195,5,1,450,5,0
D01196,1,2,900,14,1
D01197,1,2,900,10,1
D01198,16,14,6300,42,0
D01199,1,3,1350,15,1
D01200,0,6,2700,30,1
D01201,10,3,1350,12,0
D01202,6,2,900,6,0
D01203,3,1,450,3,1
D01204,2,1,450,2,1
D01205,0,3,1350,15,1
D01206,0,2,900,6,1
D01207,1,4,1800,24,1
D01208,0,2,900,14,1
D01209,18,3,1350,18,0
D01210,5,1,450,5,0
D01211,10,3,1350,21,0
D01212,6,2,900,12,0
D01213,8,2,900,8,0
D01214,8,4,1800,28,0
D01215,2,1,450,2,1
D01216,3,2,900,8,1
D01217,4,2,900,10,0
D01218,8,2,900,8,0
D01219,5,1,450,5,0
D01220,11,36,16200,120,0
D01221,3,1,450,3,1
D01222,1,1,450,1,1
D01223,0,5,2250,35,1
D01224,11,3,1350,15,0
D01225,10,2,900,10,0
D01226,2,1,450,2,1
D01227,10,3,1350,15,0
D01228,5,1,450,5,0
D01229,4,1,450,4,0
D01230,5,2,900,12,0
D01231,1,3,1350,21,1
D01232,2,4,1800,12,1
D01233,0,9,4050,63,1
D01234,1,14,6300,98,1
D01235,5,1,450,5,0
D01236,6,2,900,14,0
D01237,2,2,900,10,1
D01238,9,2,900,10,0
D01239,0,13,5850,39,1
D01240,1,50,22500,120,1
D01241,5,15,6750,60,0
D01242,8,3,1350,15,0
D01243,11,9,4050,27,0
D01244,10,2,900,10,0
D01245,10,6,2700,18,0
D01246,2,13,5850,52,1
D01247,0,2,900,14,1
D01248,3,9,4050,27,1
D01249,7,7,3150,42,0
D01250,0,2,900,14,1
D01251,2,2,900,12,1
D01252,0,2,900,12,1
D01253,6,2,900,6,0
D01254,8,3,1350,18,0
D01255,0,3,1350,12,1
D01256,11,4,1800,20,0
D01257,22,7,3150,28,0
D01258,2,2,900,6,1
D01259,2,1,450,2,1
D01260,9,3,1350,9,0
D01261,8,3,1350,12,0
D01262,3,4,1800,20,1
D01263,1,1,450,1,1
D01264,1,1,450,1,1
D01265,6,2,900,6,0
D01266,0,3,1350,12,1
D01267,7,3,1350,21,0
D01268,10,2,900,10,0
D01269,2,1,450,2,1
D01270,2,2,900,8,1
D01271,4,2,900,6,0
D01272,6,4,1800,16,0
D01273,0,3,1350,15,1
D01274,9,23,10350,115,0
D01275,10,2,900,10,0
D01276,3,1,450,3,1
D01277,12,2,900,14,0
D01278,1,3,1350,12,1
D01279,5,1,450,5,0
D01280,3,3,1350,15,1
D01281,1,6,2700,42,1
D01282,4,1,450,4,0
D01283,1,1,450,1,1
D01284,1,2,900,14,1
D01285,1,1,450,1,1
D01286,0,5,2250,35,1
D01287,5,6,2700,24,0
D01288,6,5,2250,30,0
D01289,1,2,900,10,1
D01290,0,1,450,0,1
D01291,0,2,900,12,1
D01292,13,10,4500,70,0
D01293,4,2,900,8,0
D01294,2,3,1350,18,1
D01295,6,2,900,6,0
D01296,8,4,1800,16,0
D01297,2,10,4500,30,1
D01298,2,1,450,2,1
D01299,3,1,450,3,1
D01300,0,3,1350,15,1
D01301,11,14,6300,98,0
D01302,3,6,2700,18,1
D01303,1,4,1800,20,1
D01304,2,8,3600,24,1
D01305,4,6,2700,30,0
D01306,6,2,900,6,0
D01307,10,3,1350,18,0
D01308,8,10,4500,30,0
D01309,5,1,450,5,0
D01310,0,2,900,6,1
D01311,2,4,1800,12,1
D01312,1,2,900,12,1
D01313,2,1,450,2,1
D01314,8,2,900,8,0
D01315,1,1,450,1,1
D01316,2,5,2250,15,1
D01317,7,2,900,12,0
D01318,5,1,450,5,0
D01319,16,5,2250,35,0
D01320,0,13,5850,91,1
D01321,10,2,900,10,0
D01322,9,4,1800,24,0
D01323,0,10,4500,70,1
D01324,5,2,900,6,0
D01325,1,1,450,1,1
D01326,2,1,450,2,1
D01327,12,3,1350,18,0
D01328,4,8,3600,32,0
D01329,5,1,450,5,0
D01330,10,2,900,10,0
D01331,5,1,450,5,0
D01332,0,1,450,0,1
D01333,7,6,2700,18,0
D01334,2,2,900,12,1
D01335,12,4,1800,16,0
D01336,1,2,900,8,1
D01337,15,11,4950,77,0
D01338,8,2,900,8,0
D01339,2,3,1350,18,1
D01340,0,7,3150,49,1
D01341,1,5,2250,15,1
D01342,4,1,450,4,0
D01343,2,1,450,2,1
D01344,1,3,1350,12,1
D01345,15,12,5400,72,0
D01346,0,1,450,0,1
D01347,1,1,450,1,1
D01348,3,1,450,3,1
D01349,8,20,9000,60,0
D01350,9,3,1350,9,0
D01351,1,4,1800,20,1
D01352,9,3,1350,12,0
D01353,6,8,3600,48,0
D01354,2,1,450,2,1
D01355,6,10,4500,40,0
D01356,5,1,450,5,0
D01357,3,2,900,14,1
D01358,6,2,900,6,0
D01359,8,2,900,8,0
D01360,5,1,450,5,0
D01361,0,1,450,0,1
D01362,4,4,1800,20,0
D01363,6,2,900,6,0
D01364,4,2,900,12,0
D01365,2,1,450,2,1
D01366,8,2,900,12,0
D01367,0,4,1800,28,1
D01368,6,4,1800,24,0
D01369,1,6,2700,24,1
D01370,2,12,5400,84,1
D01371,3,2,900,12,1
D01372,8,6,2700,36,0
D01373,8,2,900,14,0
D01374,4,4,1800,12,0
D01375,1,2,900,8,1
D01376,5,1,450,5,0
D01377,0,3,1350,21,1
D01378,0,9,4050,54,1
D01379,2,2,900,10,1
D01380,5,1,450,5,0
D01381,3,2,900,6,1
D01382,4,1,450,4,0
D01383,2,1,450,2,1
D01384,0,1,450,0,1
D01385,12,4,1800,28,0
D01386,0,9,4050,63,1
D01387,19,8,3600,40,0
D01388,0,2,900,14,1
D01389,2,2,900,12,1
D01390,1,1,450,1,1
D01391,5,18,8100,90,0
D01392,0,1,450,0,1
D01393,1,1,450,1,1
D01394,15,11,4950,44,0
D01395,8,3,1350,15,0
D01396,7,3,1350,15,0
D01397,6,4,1800,20,0
D01398,5,1,450,5,0
D01399,6,5,2250,20,0
D01400,3,1,450,3,1
D01401,0,3,1350,12,1
D01402,13,5,2250,15,0
D01403,6,2,900,8,0
D01404,2,1,450,2,1
D01405,5,1,450,5,0
D01406,3,7,3150,21,1
D01407,7,2,900,14,0
D01408,1,4,1800,12,1
D01409,1,3,1350,18,1
D01410,4,1,450,4,0
D01411,5,1,450,5,0
D01412,1,1,450,1,1
D01413,1,24,10800,120,1
D01414,1,3,1350,9,1
D01415,0,13,5850,52,1
D01416,16,4,1800,28,0
D01417,0,6,2700,36,1
D01418,17,18,8100,108,0
D01419,3,2,900,6,1
D01420,3,2,900,8,1
D01421,0,3,1350,15,1
D01422,11,2,900,14,0
D01423,14,2,900,14,0
D01424,0,1,450,0,1
D01425,1,2,900,6,1
D01426,3,3,1350,15,1
D01427,2,3,1350,15,1
D01428,3,5,2250,20,1
D01429,0,3,1350,21,1
D01430,4,1,450,4,0
D01431,10,3,1350,15,0
D01432,1,1,450,1,1
D01433,0,5,2250,35,1
D01434,12,3,1350,12,0
D01435,10,8,3600,48,0
D01436,0,13,5850,91,1
D01437,0,1,450,0,1
D01438,0,2,900,10,1
D01439,0,1,450,0,1
D01440,4,3,1350,18,0
D01441,2,1,450,2,1
D01442,9,3,1350,9,0
D01443,1,1,450,1,1
D01444,4,1,450,4,0
D01445,18,5,2250,35,0
D01446,2,1,450,2,1
D01447,1,10,4500,50,1
D01448,2,2,900,8,1
D01449,5,4,1800,12,0
D01450,2,3,1350,9,1
D01451,1,5,2250,35,1
D01452,2,3,1350,9,1
D01453,0,3,1350,21,1
D01454,15,5,2250,25,0
D01455,0,18,8100,90,1
D01456,1,1,450,1,1
D01457,15,5,2250,15,0
D01458,5,1,450,5,0
D01459,6,2,900,12,0
D01460,4,1,450,4,0
D01461,2,1,450,2,1
D01462,0,1,450,0,1
D01463,1,1,450,1,1
D01464,2,4,1800,28,1
D01465,1,2,900,12,1
D01466,5,1,450,5,0
D01467,2,2,900,14,1
D01468,5,8,3600,32,0
D01469,10,2,900,10,0
D01470,7,6,2700,30,0
D01471,0,1,450,0,1
D01472,4,13,5850,52,0
D01473,6,5,2250,25,0
D01474,0,27,12150,81,1
D01475,10,2,900,14,0
D01476,1,2,900,6,1
D01477,9,21,9450,84,0
D01478,3,1,450,3,1
D01479,3,2,900,10,1
D01480,0,3,1350,12,1
D01481,7,2,900,14,0
D01482,1,1,450,1,1
D01483,2,2,900,14,1
D01484,2,1,450,2,1
D01485,3,2,900,10,1
D01486,2,1,450,2,1
D01487,0,5,2250,30,1
D01488,10,2,900,10,0
D01489,5,3,1350,15,0
D01490,4,6,2700,24,0
D01491,8,2,900,8,0
D01492,1,12,5400,84,1
D01493,4,8,3600,24,0
D01494,0,2,900,10,1
D01495,5,7,3150,49,0
D01496,7,4,1800,12,0
D01497,5,1,450,5,0
D01498,11,7,3150,35,0
D01499,5,5,2250,15,0
D01500,12,4,1800,12,0
D01501,3,1,450,3,1
D01502,0,8,3600,24,1
D01503,0,1,450,0,1
D01504,0,1,450,0,1
D01505,4,8,3600,24,0
D01506,2,2,900,12,1
D01507,3,1,450,3,1
D01508,8,3,1350,15,0
D01509,1,5,2250,35,1
D01510,4,1,450,4,0
D01511,5,1,450,5,0
D01512,0,50,22500,120,1
D01513,0,1,450,0,1
D01514,4,1,450,4,0
D01515,0,1,450,0,1
D01516,0,7,3150,42,1
D01517,3,1,450,3,1
D01518,5,1,450,5,0
D01519,14,2,900,14,0
D01520,3,3,1350,12,1
D01521,0,5,2250,20,1
D01522,11,3,1350,12,0
D01523,2,1,450,2,1
D01524,0,3,1350,15,1
D01525,2,1,450,2,1
D01526,0,3,1350,18,1
D01527,2,50,22500,120,1
D01528,27,50,22500,120,0
D01529,1,5,2250,35,1
D01530,5,2,900,14,0
D01531,2,1,450,2,1
D01532,1,2,900,10,1
D01533,4,3,1350,9,0
D01534,0,1,450,0,1
D01535,4,5,2250,25,0
D01536,12,2,900,12,0
D01537,3,4,1800,24,1
D01538,4,1,450,4,0
D01539,12,7,3150,49,0
D01540,7,2,900,8,0
D01541,5,1,450,5,0
D01542,8,4,1800,16,0
D01543,5,2,900,14,0
D01544,2,50,22500,120,1
D01545,1,2,900,10,1
D01546,0,1,450,0,1
D01547,4,5,2250,15,0
D01548,2,1,450,2,1
D01549,0,2,900,14,1
D01550,1,2,900,14,1
D01551,0,2,900,10,1
D01552,4,1,450,4,0
D01553,6,14,6300,56,0
D01554,2,3,1350,15,1
D01555,8,2,900,10,0
D01556,5,5,2250,35,0
D01557,0,1,450,0,1
D01558,1,1,450,1,1
D01559,0,2,900,10,1
D01560,4,4,1800,16,0
D01561,4,2,900,14,0
D01562,2,3,1350,15,1
D01563,3,1,450,3,1
D01564,2,1,450,2,1
D01565,2,1,450,2,1
D01566,3,8,3600,24,1
D01567,4,1,450,4,0
D01568,7,18,8100,108,0
D01569,1,1,450,1,1
D01570,5,1,450,5,0
D01571,1,1,450,1,1
D01572,1,9,4050,36,1
D01573,5,17,7650,85,0
D01574,2,1,450,2,1
D01575,0,5,2250,35,1
D01576,2,8,3600,56,1
D01577,9,2,900,14,0
D01578,4,4,1800,16,0
D01579,2,3,1350,21,1
D01580,0,3,1350,18,1
D01581,9,3,1350,9,0
D01582,1,1,450,1,1
D01583,1,2,900,6,1
D01584,2,3,1350,15,1
D01585,8,2,900,10,0
D01586,1,1,450,1,1
D01587,6,10,4500,60,0
D01588,5,9,4050,54,0
D01589,3,37,16650,120,1
D01590,6,10,4500,30,0
D01591,0,6,2700,30,1
D01592,11,4,1800,16,0
D01593,4,5,2250,30,0
D01594,3,2,900,8,1
D01595,8,2,900,14,0
D01596,7,27,12150,120,0
D01597,2,3,1350,15,1
D01598,0,2,900,6,1
D01599,9,3,1350,21,0
D01600,0,2,900,14,1
D01601,6,2,900,6,0
D01602,1,2,900,10,1
D01603,0,1,450,0,1
D01604,0,3,1350,9,1
D01605,3,1,450,3,1
D01606,6,7,3150,42,0
D01607,1,31,13950,120,1
D01608,0,1,450,0,1
D01609,4,1,450,4,0
D01610,13,4,1800,20,0
D01611,3,1,450,3,1
D01612,5,1,450,5,0
D01613,2,3,1350,21,1
D01614,0,1,450,0,1
D01615,2,3,1350,21,1
D01616,5,14,6300,42,0
D01617,10,2,900,10,0
D01618,0,3,1350,21,1
D01619,0,6,2700,24,1
D01620,4,1,450,4,0
D01621,0,50,22500,120,1
D01622,12,2,900,12,0
D01623,3,1,450,3,1
D01624,2,2,900,10,1
D01625,0,4,1800,20,1
D01626,4,3,1350,15,0
D01627,5,4,1800,12,0
D01628,1,7,3150,49,1
D01629,4,1,450,4,0
D01630,5,6,2700,24,0
D01631,13,3,1350,18,0
D01632,1,2,900,14,1
D01633,15,3,1350,15,0
D01634,5,1,450,5,0
D01635,5,2,900,10,0
D01636,5,5,2250,30,0
D01637,3,1,450,3,1
D01638,1,1,450,1,1
D01639,1,1,450,1,1
D01640,0,6,2700,18,1
D01641,1,12,5400,60,1
D01642,0,2,900,10,1
D01643,2,1,450,2,1
D01644,6,3,1350,21,0
D01645,10,2,900,10,0
D01646,3,8,3600,56,1
D01647,2,1,450,2,1
D01648,8,4,1800,16,0
D01649,13,4,1800,20,0
D01650,1,3,1350,15,1
D01651,6,10,4500,50,0
D01652,0,1,450,0,1
D01653,3,3,1350,15,1
D01654,2,50,22500,120,1
D01655,10,2,900,12,0
D01656,0,2,900,10,1
D01657,4,3,1350,18,0
D01658,0,2,900,10,1
D01659,6,2,900,6,0
D01660,4,6,2700,24,0
D01661,6,7,3150,49,0
D01662,10,3,1350,15,0
D01663,17,6,2700,18,0
D01664,3,1,450,3,1
D01665,0,22,9900,120,1
D01666,1,2,900,14,1
D01667,3,1,450,3,1
D01668,0,50,22500,120,1
D01669,5,5,2250,20,0
D01670,0,3,1350,15,1
D01671,5,13,5850,39,0
D01672,1,3,1350,15,1
D01673,2,1,450,2,1
D01674,0,1,450,0,1
D01675,0,2,900,14,1
D01676,2,9,4050,54,1
D01677,3,3,1350,18,1
D01678,3,6,2700,36,1
D01679,10,20,9000,120,0
D01680,1,28,12600,120,1
D01681,4,9,4050,45,0
D01682,4,1,450,4,0
D01683,15,3,1350,15,0
D01684,5,3,1350,15,0
D01685,0,3,1350,21,1
D01686,10,19,8550,57,0
D01687,3,3,1350,12,1
D01688,3,1,450,3,1
D01689,0,1,450,0,1
D01690,11,2,900,12,0
D01691,19,19,8550,57,0
D01692,6,5,2250,35,0
D01693,19,9,4050,27,0
D01694,5,1,450,5,0
D01695,7,2,900,14,0
D01696,0,3,1350,9,1
D01697,5,1,450,5,0
D01698,7,8,3600,24,0
D01699,4,9,4050,45,0
D01700,6,2,900,6,0
D01701,2,9,4050,27,1
D01702,4,2,900,8,0
D01703,0,1,450,0,1
D01704,3,2,900,8,1
D01705,1,1,450,1,1
D01706,0,9,4050,36,1
D01707,3,2,900,6,1
D01708,2,1,450,2,1
D01709,3,2,900,10,1
D01710,0,2,900,6,1
D01711,3,20,9000,120,1
D01712,14,4,1800,16,0
D01713,15,50,22500,120,0
D01714,1,1,450,1,1
D01715,6,2,900,10,0
D01716,4,2,900,6,0
D01717,1,1,450,1,1
D01718,0,5,2250,20,1
D01719,2,1,450,2,1
D01720,3,5,2250,20,1
D01721,0,5,2250,35,1
D01722,4,1,450,4,0
D01723,3,1,450,3,1
D01724,2,3,1350,9,1
D01725,1,46,20700,120,1
D01726,4,1,450,4,0
D01727,0,3,1350,9,1
D01728,0,4,1800,28,1
D01729,4,2,900,8,0
D01730,2,12,5400,48,1
D01731,7,2,900,10,0
D01732,2,1,450,2,1
D01733,9,2,900,12,0
D01734,14,5,2250,25,0
D01735,6,2,900,6,0
D01736,0,1,450,0,1
D01737,1,1,450,1,1
D01738,1,2,900,12,1
D01739,8,2,900,8,0
D01740,6,2,900,6,0
D01741,0,3,1350,9,1
D01742,0,5,2250,30,1
D01743,0,2,900,10,1
D01744,5,3,1350,12,0
D01745,5,5,2250,20,0
D01746,4,3,1350,15,0
D01747,1,3,1350,18,1
D01748,14,4,1800,20,0
D01749,2,1,450,2,1
D01750,1,17,7650,102,1
D01751,0,1,450,0,1
D01752,6,4,1800,20,0
D01753,4,2,900,6,0
D01754,5,3,1350,9,0
D01755,1,3,1350,21,1
D01756,4,2,900,12,0
D01757,6,2,900,6,0
D01758,0,2,900,10,1
D01759,5,1,450,5,0
D01760,1,6,2700,36,1
D01761,1,5,2250,20,1
D01762,3,1,450,3,1
D01763,5,1,450,5,0
D01764,2,1,450,2,1
D01765,0,1,450,0,1
D01766,2,3,1350,15,1
D01767,8,2,900,8,0
D01768,10,11,4950,44,0
D01769,0,1,450,0,1
D01770,3,1,450,3,1
D01771,8,2,900,8,0
D01772,9,3,1350,9,0
D01773,5,46,20700,120,0
D01774,5,1,450,5,0
D01775,5,3,1350,18,0
D01776,4,1,450,4,0
D01777,12,2,900,12,0
D01778,1,1,450,1,1
D01779,5,1,450,5,0
D01780,5,1,450,5,0
D01781,1,2,900,6,1
D01782,4,1,450,4,0
D01783,2,10,4500,50,1
D01784,0,1,450,0,1
D01785,3,2,900,10,1
D01786,4,2,900,6,0
D01787,12,2,900,12,0
D01788,1,3,1350,21,1
D01789,4,1,450,4,0
D01790,2,2,900,6,1
D01791,1,2,900,8,1
D01792,0,4,1800,24,1
D01793,4,1,450,4,0
D01794,4,6,2700,18,0
D01795,2,2,900,14,1
D01796,4,3,1350,9,0
D01797,1,16,7200,48,1
D01798,2,1,450,2,1
D01799,0,8,3600,48,1
D01800,0,2,900,14,1
D01801,3,5,2250,35,1
D01802,5,3,1350,15,0
D01803,0,3,1350,12,1
D01804,4,3,1350,15,0
D01805,4,4,1800,28,0
D01806,0,1,450,0,1
D01807,5,1,450,5,0
D01808,26,11,4950,66,0
D01809,1,4,1800,28,1
D01810,2,13,5850,78,1
D01811,1,2,900,12,1
D01812,5,1,450,5,0
D01813,1,3,1350,12,1
D01814,2,7,3150,42,1
D01815,0,2,900,14,1
D01816,2,1,450,2,1
D01817,9,3,1350,9,0
D01818,12,3,1350,21,0
D01819,0,1,450,0,1
D01820,2,2,900,14,1
D01821,5,1,450,5,0
D01822,8,5,2250,15,0
D01823,7,3,1350,15,0
D01824,4,21,9450,105,0
D01825,6,2,900,8,0
D01826,0,2,900,10,1
D01827,3,1,450,3,1
D01828,1,16,7200,80,1
D01829,0,9,4050,63,1
D01830,8,3,1350,21,0
D01831,8,3,1350,9,0
D01832,3,3,1350,15,1
D01833,12,2,900,12,0
D01834,8,2,900,12,0
D01835,16,4,1800,16,0
D01836,4,1,450,4,0
D01837,0,1,450,0,1
D01838,3,3,1350,15,1
D01839,4,1,450,4,0
D01840,0,8,3600,40,1
D01841,0,5,2250,30,1
D01842,5,1,450,5,0
D01843,3,4,1800,16,1
D01844,5,1,450,5,0
D01845,15,6,2700,24,0
D01846,10,2,900,10,0
D01847,3,2,900,8,1
D01848,12,2,900,12,0
D01849,2,1,450,2,1
D01850,6,2,900,6,0
D01851,4,7,3150,49,0
D01852,7,2,900,8,0
D01853,7,15,6750,45,0
D01854,0,3,1350,15,1
D01855,0,1,450,0,1
D01856,18,4,1800,28,0
D01857,8,3,1350,9,0
D01858,2,1,450,2,1
D01859,0,3,1350,9,1
D01860,2,3,1350,18,1
D01861,5,1,450,5,0
D01862,1,4,1800,28,1
D01863,5,1,450,5,0
D01864,3,1,450,3,1
D01865,0,6,2700,18,1
D01866,1,7,3150,42,1
D01867,2,1,450,2,1
D01868,3,1,450,3,1
D01869,3,1,450,3,1
D01870,2,1,450,2,1
D01871,2,2,900,8,1
D01872,1,1,450,1,1
D01873,2,1,450,2,1
D01874,0,50,22500,120,1
D01875,9,2,900,12,0
D01876,4,1,450,4,0
D01877,0,6,2700,30,1
D01878,0,1,450,0,1
D01879,2,3,1350,18,1
D01880,2,1,450,2,1
D01881,5,1,450,5,0
D01882,1,1,450,1,1
D01883,4,1,450,4,0
D01884,1,1,450,1,1
D01885,1,3,1350,15,1
D01886,3,1,450,3,1
D01887,0,1,450,0,1
D01888,12,5,2250,30,0
D01889,6,4,1800,28,0
D01890,12,50,22500,120,0
D01891,4,3,1350,18,0
D01892,3,1,450,3,1
D01893,1,1,450,1,1
D01894,0,3,1350,9,1
D01895,2,4,1800,20,1
D01896,10,2,900,10,0
D01897,6,2,900,6,0
D01898,3,4,1800,16,1
D01899,4,1,450,4,0
D01900,1,3,1350,18,1
D01901,2,1,450,2,1
D01902,0,2,900,8,1
D01903,3,3,1350,12,1
D01904,2,1,450,2,1
D01905,2,3,1350,21,1
D01906,22,16,7200,112,0
D01907,1,3,1350,12,1
D01908,2,2,900,10,1
D01909,0,3,1350,21,1
D01910,1,1,450,1,1
D01911,3,11,4950,33,1
D01912,1,1,450,1,1
D01913,9,3,1350,18,0
D01914,3,5,2250,25,1
D01915,4,50,22500,120,0
D01916,5,1,450,5,0
D01917,2,2,900,12,1
D01918,8,2,900,8,0
D01919,6,2,900,6,0
D01920,5,3,1350,21,0
D01921,1,2,900,14,1
D01922,3,4,1800,16,1
D01923,0,1,450,0,1
D01924,0,5,2250,20,1
D01925,2,1,450,2,1
D01926,4,3,1350,21,0
D01927,5,1,450,5,0
D01928,1,5,2250,30,1
