donor_id,Recency,Frequency,Monetary,Time,donated_last_quarter,Cluster,Segment
D00649,1,5,2250,15,1,3,New Donors
D00650,3,3,1350,21,1,3,New Donors
D00651,10,2,900,12,0,0,New Donors
D00652,4,2,900,8,0,0,New Donors
D00653,10,8,3600,32,0,1,At Risk
D00654,4,1,450,4,0,0,New Donors
D00655,2,1,450,2,1,3,New Donors
D00656,1,10,4500,70,1,2,Loyal
D00657,5,2,900,14,0,0,New Donors
D00658,3,2,900,8,1,3,New Donors
D00659,7,2,900,14,0,0,New Donors
D00660,11,5,2250,20,0,1,At Risk
D00661,5,1,450,5,0,0,New Donors
D00662,4,2,900,14,0,0,New Donors
D00663,4,4,1800,28,0,0,New Donors
D00664,8,2,900,14,0,0,New Donors
D00665,4,5,2250,30,0,0,New Donors
D00666,5,3,1350,9,0,0,New Donors
D00667,2,1,450,2,1,3,New Donors
D00668,3,1,450,3,1,3,New Donors
D00669,3,3,1350,12,1,3,New Donors
D00670,0,8,3600,56,1,3,New Donors
D00671,6,6,2700,18,0,0,New Donors
D00672,0,1,450,0,1,3,New Donors
D00673,9,4,1800,24,0,0,New Donors
D00674,1,1,450,1,1,3,New Donors
D00675,2,5,2250,35,1,3,New Donors
D00676,3,2,900,12,1,3,New Donors
D00677,4,1,450,4,0,0,New Donors
D00678,2,6,2700,18,1,3,New Donors
D00679,6,2,900,6,0,0,New Donors
D00680,0,11,4950,77,1,2,Loyal
D00681,15,5,2250,15,0,1,At Risk
D00682,1,4,1800,28,1,3,New Donors
D00683,3,2,900,8,1,3,New Donors
D00684,5,6,2700,18,0,0,New Donors
D00685,4,7,3150,49,0,0,New Donors
D00686,2,4,1800,12,1,3,New Donors
D00687,5,1,450,5,0,0,New Donors
D00688,6,2,900,6,0,0,New Donors
D00689,0,5,2250,30,1,3,New Donors
D00690,2,2,900,10,1,3,New Donors
D00691,0,1,450,0,1,3,New Donors
D00692,8,2,900,14,0,0,New Donors
D00693,1,1,450,1,1,3,New Donors
D00694,3,1,450,3,1,3,New Donors
D00695,6,6,2700,42,0,0,New Donors
D00696,1,7,3150,28,1,3,New Donors
D00697,4,1,450,4,0,0,New Donors
D00698,2,16,7200,48,1,2,Loyal
D00699,9,7,3150,49,0,0,New Donors
D00700,6,3,1350,15,0,0,New Donors
D00701,2,16,7200,64,1,2,Loyal
D00702,2,2,900,10,1,3,New Donors
D00703,0,3,1350,9,1,3,New Donors
D00704,2,1,450,2,1,3,New Donors
D00705,4,5,2250,20,0,0,New Donors
D00706,3,6,2700,30,1,3,New Donors
D00707,7,2,900,10,0,0,New Donors
D00708,2,7,3150,49,1,3,New Donors
D00709,0,24,10800,120,1,2,Loyal
D00710,8,2,900,10,0,0,New Donors
D00711,1,1,450,1,1,3,New Donors
D00712,19,6,2700,24,0,1,At Risk
D00713,1,9,4050,54,1,3,New Donors
D00714,0,1,450,0,1,3,New Donors
D00715,8,2,900,14,0,0,New Donors
D00716,5,1,450,5,0,0,New Donors
D00717,3,2,900,8,1,3,New Donors
D00718,4,1,450,4,0,0,New Donors
D00719,14,2,900,14,0,1,At Risk
D00720,7,2,900,8,0,0,New Donors
D00721,4,1,450,4,0,0,New Donors
D00722,3,2,900,6,1,3,New Donors
D00723,3,1,450,3,1,3,New Donors
D00724,2,1,450,2,1,3,New Donors
D00725,1,2,900,6,1,3,New Donors
D00726,3,2,900,8,1,3,New Donors
D00727,2,1,450,2,1,3,New Donors
D00728,6,2,900,8,0,0,New Donors
D00729,1,2,900,6,1,3,New Donors
D00730,0,7,3150,21,1,3,New Donors
D00731,1,1,450,1,1,3,New Donors
D00732,3,1,450,3,1,3,New Donors
D00733,0,2,900,12,1,3,New Donors
D00734,5,1,450,5,0,0,New Donors
D00735,6,2,900,12,0,0,New Donors
D00736,1,1,450,1,1,3,New Donors
D00737,2,41,18450,120,1,4,Loyal
D00738,2,3,1350,21,1,3,New Donors
D00739,9,7,3150,35,0,0,New Donors
D00740,4,3,1350,9,0,0,New Donors
D00741,2,1,450,2,1,3,New Donors
D00742,11,14,6300,98,0,2,Loyal
D00743,15,5,2250,25,0,1,At Risk
D00744,32,5,2250,35,0,1,At Risk
D00745,2,3,1350,9,1,3,New Donors
D00746,0,1,450,0,1,3,New Donors
D00747,2,1,450,2,1,3,New Donors
D00748,7,3,1350,12,0,0,New Donors
D00749,0,2,900,14,1,3,New Donors
D00750,6,2,900,12,0,0,New Donors
D00751,4,1,450,4,0,0,New Donors
D00752,1,3,1350,18,1,3,New Donors
D00753,12,2,900,12,0,1,At Risk
D00754,5,1,450,5,0,0,New Donors
D00755,2,4,1800,28,1,3,New Donors
D00756,7,3,1350,15,0,0,New Donors
D00757,0,13,5850,65,1,2,Loyal
D00758,11,11,4950,55,0,1,At Risk
D00759,7,2,900,10,0,0,New Donors
D00760,9,3,1350,18,0,0,New Donors
D00761,1,4,1800,12,1,3,New Donors
D00762,10,6,2700,24,0,1,At Risk
D00763,3,15,6750,105,1,2,Loyal
D00764,5,2,900,10,0,0,New Donors
D00765,4,1,450,4,0,0,New Donors
D00766,0,1,450,0,1,3,New Donors
D00767,2,1,450,2,1,3,New Donors
D00768,3,1,450,3,1,3,New Donors
D00769,4,2,900,10,0,0,New Donors
D00770,3,9,4050,54,1,2,Loyal
D00771,5,4,1800,28,0,0,New Donors
D00772,3,1,450,3,1,3,New Donors
D00773,4,3,1350,9,0,0,New Donors
D00774,0,1,450,0,1,3,New Donors
D00775,0,14,6300,98,1,2,Loyal
D00776,5,1,450,5,0,0,New Donors
D00777,0,1,450,0,1,3,New Donors
D00778,1,1,450,1,1,3,New Donors
D00779,1,1,450,1,1,3,New Donors
D00780,1,4,1800,24,1,3,New Donors
D00781,0,1,450,0,1,3,New Donors
D00782,2,3,1350,15,1,3,New Donors
D00783,5,1,450,5,0,0,New Donors
D00784,0,1,450,0,1,3,New Donors
D00785,1,6,2700,30,1,3,New Donors
D00786,2,2,900,8,1,3,New Donors
D00787,4,1,450,4,0,0,New Donors
D00788,2,1,450,2,1,3,New Donors
D00789,2,1,450,2,1,3,New Donors
D00790,4,4,1800,28,0,0,New Donors
D00791,1,1,450,1,1,3,New Donors
D00792,4,9,4050,54,0,2,Loyal
D00793,6,4,1800,16,0,0,New Donors
D00794,1,3,1350,18,1,3,New Donors
D00795,7,5,2250,25,0,0,New Donors
D00796,2,4,1800,24,1,3,New Donors
D00797,1,1,450,1,1,3,New Donors
D00798,3,1,450,3,1,3,New Donors
D00799,5,2,900,6,0,0,New Donors
D00800,1,5,2250,30,1,3,New Donors
D00801,1,2,900,6,1,3,New Donors
D00802,1,3,1350,9,1,3,New Donors
D00803,1,3,1350,15,1,3,New Donors
D00804,8,2,900,8,0,0,New Donors
D00805,2,1,450,2,1,3,New Donors
D00806,21,6,2700,42,0,1,At Risk
D00807,15,3,1350,15,0,1,At Risk
D00808,5,23,10350,92,0,2,Loyal
D00809,1,2,900,12,1,3,New Donors
D00810,8,16,7200,96,0,2,Loyal
D00811,1,4,1800,24,1,3,New Donors
D00812,2,5,2250,20,1,3,New Donors
D00813,0,2,900,12,1,3,New Donors
D00814,11,2,900,12,0,1,At Risk
D00815,3,5,2250,30,1,3,New Donors
D00816,3,4,1800,28,1,3,New Donors
D00817,8,6,2700,42,0,0,New Donors
D00818,5,1,450,5,0,0,New Donors
D00819,9,2,900,10,0,0,New Donors
D00820,0,1,450,0,1,3,New Donors
D00821,1,2,900,12,1,3,New Donors
D00822,0,1,450,0,1,3,New Donors
D00823,9,3,1350,9,0,0,New Donors
D00824,7,2,900,10,0,0,New Donors
D00825,1,1,450,1,1,3,New Donors
D00826,3,1,450,3,1,3,New Donors
D00827,5,2,900,12,0,0,New Donors
D00828,8,4,1800,16,0,0,New Donors
D00829,0,4,1800,24,1,3,New Donors
D00830,7,2,900,10,0,0,New Donors
D00831,7,5,2250,20,0,0,New Donors
D00832,4,1,450,4,0,0,New Donors
D00833,5,5,2250,30,0,0,New Donors
D00834,3,3,1350,15,1,3,New Donors
D00835,5,7,3150,28,0,0,New Donors
D00836,8,2,900,8,0,0,New Donors
D00837,8,3,1350,9,0,0,New Donors
D00838,5,1,450,5,0,0,New Donors
D00839,2,2,900,10,1,3,New Donors
D00840,3,1,450,3,1,3,New Donors
D00841,1,2,900,8,1,3,New Donors
D00842,1,1,450,1,1,3,New Donors
D00843,5,1,450,5,0,0,New Donors
D00844,2,7,3150,42,1,3,New Donors
D00845,2,4,1800,16,1,3,New Donors
D00846,8,4,1800,28,0,0,New Donors
D00847,1,1,450,1,1,3,New Donors
D00848,5,1,450,5,0,0,New Donors
D00849,10,2,900,10,0,0,New Donors
D00850,11,6,2700,42,0,1,At Risk
D00851,0,4,1800,20,1,3,New Donors
D00852,3,4,1800,12,1,3,New Donors
D00853,3,3,1350,18,1,3,New Donors
D00854,3,14,6300,84,1,2,Loyal
D00855,5,1,450,5,0,0,New Donors
D00856,5,2,900,6,0,0,New Donors
D00857,3,4,1800,24,1,3,New Donors
D00858,0,1,450,0,1,3,New Donors
D00859,2,2,900,12,1,3,New Donors
D00860,3,4,1800,20,1,3,New Donors
D00861,2,1,450,2,1,3,New Donors
D00862,3,5,2250,25,1,3,New Donors
D00863,5,1,450,5,0,0,New Donors
D00864,0,2,900,6,1,3,New Donors
D00865,4,14,6300,84,0,2,Loyal
D00866,0,2,900,8,1,3,New Donors
D00867,0,6,2700,18,1,3,New Donors
D00868,4,1,450,4,0,0,New Donors
D00869,1,1,450,1,1,3,New Donors
D00870,9,3,1350,18,0,0,New Donors
D00871,12,5,2250,20,0,1,At Risk
D00872,0,1,450,0,1,3,New Donors
D00873,10,3,1350,12,0,0,New Donors
D00874,4,22,9900,66,0,2,Loyal
D00875,1,2,900,10,1,3,New Donors
D00876,2,1,450,2,1,3,New Donors
D00877,1,25,11250,120,1,2,Loyal
D00878,6,2,900,10,0,0,New Donors
D00879,4,1,450,4,0,0,New Donors
D00880,7,4,1800,12,0,0,New Donors
D00881,5,1,450,5,0,0,New Donors
D00882,11,2,900,14,0,1,At Risk
D00883,6,3,1350,21,0,0,New Donors
D00884,2,4,1800,28,1,3,New Donors
D00885,1,1,450,1,1,3,New Donors
D00886,2,1,450,2,1,3,New Donors
D00887,8,7,3150,35,0,0,New Donors
D00888,4,1,450,4,0,0,New Donors
D00889,5,1,450,5,0,0,New Donors
D00890,0,1,450,0,1,3,New Donors
D00891,2,23,10350,120,1,2,Loyal
D00892,2,1,450,2,1,3,New Donors
D00893,2,2,900,8,1,3,New Donors
D00894,5,1,450,5,0,0,New Donors
D00895,10,6,2700,42,0,1,At Risk
D00896,1,3,1350,12,1,3,New Donors
D00897,1,1,450,1,1,3,New Donors
D00898,2,24,10800,96,1,2,Loyal
D00899,3,1,450,3,1,3,New Donors
D00900,2,1,450,2,1,3,New Donors
D00901,3,3,1350,21,1,3,New Donors
D00902,1,7,3150,35,1,3,New Donors
D00903,3,1,450,3,1,3,New Donors
D00904,3,12,5400,36,1,2,Loyal
D00905,6,6,2700,30,0,0,New Donors
D00906,9,3,1350,12,0,0,New Donors
D00907,1,3,1350,15,1,3,New Donors
D00908,5,1,450,5,0,0,New Donors
D00909,5,50,22500,120,0,4,Loyal
D00910,2,1,450,2,1,3,New Donors
D00911,10,7,3150,35,0,1,At Risk
D00912,7,3,1350,15,0,0,New Donors
D00913,0,1,450,0,1,3,New Donors
D00914,9,5,2250,15,0,0,New Donors
D00915,11,3,1350,21,0,1,At Risk
D00916,1,1,450,1,1,3,New Donors
D00917,4,4,1800,24,0,0,New Donors
D00918,3,2,900,14,1,3,New Donors
D00919,3,32,14400,120,1,4,Loyal
D00920,4,1,450,4,0,0,New Donors
D00921,0,3,1350,15,1,3,New Donors
D00922,2,1,450,2,1,3,New Donors
D00923,6,2,900,6,0,0,New Donors
D00924,7,2,900,8,0,0,New Donors
D00925,3,4,1800,16,1,3,New Donors
D00926,2,2,900,12,1,3,New Donors
D00927,1,1,450,1,1,3,New Donors
D00928,9,8,3600,56,0,0,New Donors
D00929,4,1,450,4,0,0,New Donors
D00930,4,1,450,4,0,0,New Donors
D00931,0,3,1350,15,1,3,New Donors
D00932,9,3,1350,18,0,0,New Donors
D00933,3,2,900,6,1,3,New Donors
D00934,25,5,2250,25,0,1,At Risk
D00935,1,1,450,1,1,3,New Donors
D00936,0,2,900,6,1,3,New Donors
D00937,6,3,1350,18,0,0,New Donors
D00938,5,1,450,5,0,0,New Donors
D00939,5,8,3600,32,0,0,New Donors
D00940,1,2,900,12,1,3,New Donors
D00941,6,5,2250,25,0,0,New Donors
D00942,10,14,6300,42,0,2,Loyal
D00943,4,3,1350,21,0,0,New Donors
D00944,3,1,450,3,1,3,New Donors
D00945,15,4,1800,16,0,1,At Risk
D00946,3,13,5850,65,1,2,Loyal
D00947,3,1,450,3,1,3,New Donors
D00948,3,2,900,8,1,3,New Donors
D00949,2,2,900,14,1,3,New Donors
D00950,2,1,450,2,1,3,New Donors
D00951,1,1,450,1,1,3,New Donors
D00952,7,3,1350,21,0,0,New Donors
D00953,3,1,450,3,1,3,New Donors
D00954,3,1,450,3,1,3,New Donors
D00955,2,3,1350,15,1,3,New Donors
D00956,6,2,900,6,0,0,New Donors
D00957,4,1,450,4,0,0,New Donors
D00958,4,1,450,4,0,0,New Donors
D00959,6,2,900,12,0,0,New Donors
D00960,3,8,3600,56,1,3,New Donors
D00961,0,8,3600,56,1,3,New Donors
D00962,6,2,900,8,0,0,New Donors
D00963,2,6,2700,24,1,3,New Donors
D00964,5,1,450,5,0,0,New Donors
D00965,1,1,450,1,1,3,New Donors
D00966,3,1,450,3,1,3,New Donors
D00967,0,2,900,6,1,3,New Donors
D00968,11,4,1800,16,0,1,At Risk
D00969,2,6,2700,36,1,3,New Donors
D00970,3,8,3600,32,1,3,New Donors
D00971,6,7,3150,21,0,0,New Donors
D00972,1,8,3600,32,1,3,New Donors
D00973,3,23,10350,120,1,2,Loyal
D00974,1,3,1350,12,1,3,New Donors
D00975,5,1,450,5,0,0,New Donors
D00976,3,9,4050,63,1,2,Loyal
D00977,1,16,7200,80,1,2,Loyal
D00978,4,3,1350,12,0,0,New Donors
D00979,2,2,900,14,1,3,New Donors
D00980,2,1,450,2,1,3,New Donors
D00981,7,4,1800,20,0,0,New Donors
D00982,14,22,9900,110,0,2,Loyal
D00983,1,1,450,1,1,3,New Donors
D00984,1,2,900,6,1,3,New Donors
D00985,1,2,900,8,1,3,New Donors
D00986,4,1,450,4,0,0,New Donors
D00987,0,2,900,12,1,3,New Donors
D00988,3,1,450,3,1,3,New Donors
D00989,5,3,1350,12,0,0,New Donors
D00990,3,2,900,6,1,3,New Donors
D00991,0,7,3150,42,1,3,New Donors
D00992,5,21,9450,63,0,2,Loyal
D00993,3,1,450,3,1,3,New Donors
D00994,2,12,5400,48,1,2,Loyal
D00995,5,4,1800,16,0,0,New Donors
D00996,4,3,1350,9,0,0,New Donors
D00997,0,4,1800,28,1,3,New Donors
D00998,1,2,900,10,1,3,New Donors
D00999,5,1,450,5,0,0,New Donors
D01000,6,9,4050,27,0,2,Loyal
D01001,7,4,1800,24,0,0,New Donors
D01002,6,2,900,8,0,0,New Donors
D01003,24,6,2700,24,0,1,At Risk
D01004,2,9,4050,36,1,2,Loyal
D01005,1,1,450,1,1,3,New Donors
D01006,4,1,450,4,0,0,New Donors
D01007,4,1,450,4,0,0,New Donors
D01008,4,1,450,4,0,0,New Donors
D01009,2,3,1350,9,1,3,New Donors
D01010,1,2,900,6,1,3,New Donors
D01011,3,2,900,8,1,3,New Donors
D01012,3,1,450,3,1,3,New Donors
D01013,3,2,900,6,1,3,New Donors
D01014,3,8,3600,32,1,3,New Donors
D01015,7,12,5400,84,0,2,Loyal
D01016,0,3,1350,21,1,3,New Donors
D01017,1,2,900,12,1,3,New Donors
D01018,0,1,450,0,1,3,New Donors
D01019,12,2,900,14,0,1,At Risk
D01020,0,2,900,10,1,3,New Donors
D01021,4,3,1350,15,0,0,New Donors
D01022,12,12,5400,84,0,1,At Risk
D01023,2,1,450,2,1,3,New Donors
D01024,3,5,2250,25,1,3,New Donors
D01025,15,3,1350,15,0,1,At Risk
D01026,14,17,7650,119,0,2,Loyal
D01027,0,1,450,0,1,3,New Donors
D01028,2,1,450,2,1,3,New Donors
D01029,3,1,450,3,1,3,New Donors
D01030,10,29,13050,116,0,4,Loyal
D01031,4,1,450,4,0,0,New Donors
D01032,1,2,900,14,1,3,New Donors
D01033,7,6,2700,36,0,0,New Donors
D01034,2,1,450,2,1,3,New Donors
D01035,4,1,450,4,0,0,New Donors
D01036,2,1,450,2,1,3,New Donors
D01037,5,14,6300,84,0,2,Loyal
D01038,2,5,2250,25,1,3,New Donors
D01039,4,1,450,4,0,0,New Donors
D01040,1,3,1350,15,1,3,New Donors
D01041,31,50,22500,120,0,4,Loyal
D01042,4,3,1350,21,0,0,New Donors
D01043,2,8,3600,40,1,3,New Donors
D01044,2,8,3600,40,1,3,New Donors
D01045,8,5,2250,25,0,0,New Donors
D01046,2,1,450,2,1,3,New Donors
D01047,0,1,450,0,1,3,New Donors
D01048,2,1,450,2,1,3,New Donors
D01049,6,4,1800,12,0,0,New Donors
D01050,4,1,450,4,0,0,New Donors
D01051,1,6,2700,36,1,3,New Donors
D01052,2,1,450,2,1,3,New Donors
D01053,2,1,450,2,1,3,New Donors
D01054,1,4,1800,24,1,3,New Donors
D01055,3,3,1350,18,1,3,New Donors
D01056,5,5,2250,15,0,0,New Donors
D01057,10,2,900,10,0,0,New Donors
D01058,8,3,1350,18,0,0,New Donors
D01059,10,2,900,12,0,0,New Donors
D01060,4,1,450,4,0,0,New Donors
D01061,5,3,1350,21,0,0,New Donors
D01062,5,1,450,5,0,0,New Donors
D01063,3,6,2700,36,1,3,New Donors
D01064,1,7,3150,21,1,3,New Donors
D01065,2,4,1800,12,1,3,New Donors
D01066,0,2,900,8,1,3,New Donors
D01067,5,7,3150,28,0,0,New Donors
D01068,12,7,3150,21,0,1,At Risk
D01069,4,1,450,4,0,0,New Donors
D01070,14,2,900,14,0,1,At Risk
D01071,4,25,11250,120,0,2,Loyal
D01072,2,1,450,2,1,3,New Donors
D01073,1,1,450,1,1,3,New Donors
D01074,1,6,2700,36,1,3,New Donors
D01075,0,2,900,8,1,3,New Donors
D01076,1,2,900,10,1,3,New Donors
D01077,5,1,450,5,0,0,New Donors
D01078,6,8,3600,48,0,0,New Donors
D01079,6,2,900,6,0,0,New Donors
D01080,3,17,7650,102,1,2,Loyal
D01081,3,10,4500,40,1,2,Loyal
D01082,3,1,450,3,1,3,New Donors
D01083,2,1,450,2,1,3,New Donors
D01084,13,7,3150,35,0,1,At Risk
D01085,0,8,3600,24,1,3,New Donors
D01086,0,1,450,0,1,3,New Donors
D01087,2,3,1350,9,1,3,New Donors
D01088,1,20,9000,80,1,2,Loyal
D01089,0,2,900,14,1,3,New Donors
D01090,3,1,450,3,1,3,New Donors
D01091,0,5,2250,30,1,3,New Donors
D01092,1,12,5400,36,1,2,Loyal
D01093,5,1,450,5,0,0,New Donors
D01094,10,2,900,14,0,0,New Donors
D01095,4,24,10800,120,0,2,Loyal
D01096,9,3,1350,9,0,0,New Donors
D01097,4,1,450,4,0,0,New Donors
D01098,1,2,900,8,1,3,New Donors
D01099,1,14,6300,42,1,2,Loyal
D01100,1,1,450,1,1,3,New Donors
D01101,10,2,900,10,0,0,New Donors
D01102,2,1,450,2,1,3,New Donors
D01103,4,9,4050,36,0,2,Loyal
D01104,0,7,3150,28,1,3,New Donors
D01105,5,1,450,5,0,0,New Donors
D01106,3,1,450,3,1,3,New Donors
D01107,3,3,1350,12,1,3,New Donors
D01108,5,9,4050,63,0,2,Loyal
D01109,3,2,900,8,1,3,New Donors
D01110,2,2,900,6,1,3,New Donors
D01111,4,1,450,4,0,0,New Donors
D01112,9,22,9900,88,0,2,Loyal
D01113,5,1,450,5,0,0,New Donors
D01114,2,21,9450,63,1,2,Loyal
D01115,12,4,1800,12,0,1,At Risk
D01116,10,2,900,10,0,0,New Donors
D01117,6,4,1800,12,0,0,New Donors
D01118,2,27,12150,108,1,2,Loyal
D01119,1,33,14850,120,1,4,Loyal
D01120,0,2,900,6,1,3,New Donors
D01121,0,6,2700,30,1,3,New Donors
D01122,3,1,450,3,1,3,New Donors
D01123,1,2,900,8,1,3,New Donors
D01124,1,2,900,12,1,3,New Donors
D01125,3,1,450,3,1,3,New Donors
D01126,5,4,1800,28,0,0,New Donors
D01127,9,14,6300,98,0,2,Loyal
D01128,1,1,450,1,1,3,New Donors
D01129,5,2,900,8,0,0,New Donors
D01130,2,1,450,2,1,3,New Donors
D01131,0,1,450,0,1,3,New Donors
D01132,0,3,1350,12,1,3,New Donors
D01133,2,15,6750,60,1,2,Loyal
D01134,2,3,1350,18,1,3,New Donors
D01135,5,3,1350,18,0,0,New Donors
D01136,7,2,900,10,0,0,New Donors
D01137,4,1,450,4,0,0,New Donors
D01138,10,35,15750,120,0,4,Loyal
D01139,3,8,3600,56,1,3,New Donors
D01140,2,1,450,2,1,3,New Donors
D01141,3,2,900,6,1,3,New Donors
D01142,1,9,4050,27,1,3,New Donors
D01143,6,4,1800,28,0,0,New Donors
D01144,0,1,450,0,1,3,New Donors
D01145,5,2,900,6,0,0,New Donors
D01146,8,2,900,8,0,0,New Donors
D01147,2,5,2250,15,1,3,New Donors
D01148,12,2,900,12,0,1,At Risk
D01149,3,3,1350,12,1,3,New Donors
D01150,4,1,450,4,0,0,New Donors
D01151,0,2,900,8,1,3,New Donors
D01152,2,3,1350,18,1,3,New Donors
D01153,1,3,1350,15,1,3,New Donors
D01154,1,11,4950,66,1,2,Loyal
D01155,10,2,900,12,0,0,New Donors
D01156,1,7,3150,49,1,3,New Donors
D01157,9,4,1800,12,0,0,New Donors
D01158,3,1,450,3,1,3,New Donors
D01159,1,5,2250,35,1,3,New Donors
D01160,4,1,450,4,0,0,New Donors
D01161,1,2,900,12,1,3,New Donors
D01162,11,14,6300,42,0,2,Loyal
D01163,12,3,1350,15,0,1,At Risk
D01164,2,3,1350,21,1,3,New Donors
D01165,0,11,4950,66,1,2,Loyal
D01166,0,2,900,8,1,3,New Donors
D01167,0,2,900,8,1,3,New Donors
D01168,17,3,1350,18,0,1,At Risk
D01169,3,1,450,3,1,3,New Donors
D01170,15,3,1350,15,0,1,At Risk
D01171,7,2,900,8,0,0,New Donors
D01172,2,3,1350,12,1,3,New Donors
D01173,1,1,450,1,1,3,New Donors
D01174,2,2,900,6,1,3,New Donors
D01175,4,9,4050,27,0,2,Loyal
D01176,2,8,3600,32,1,3,New Donors
D01177,6,2,900,8,0,0,New Donors
D01178,0,1,450,0,1,3,New Donors
D01179,3,6,2700,36,1,3,New Donors
D01180,3,4,1800,12,1,3,New Donors
D01181,5,1,450,5,0,0,New Donors
D01182,0,1,450,0,1,3,New Donors
D01183,7,5,2250,15,0,0,New Donors
D01184,1,3,1350,9,1,3,New Donors
D01185,1,2,900,12,1,3,New Donors
D01186,5,1,450,5,0,0,New Donors
D01187,4,1,450,4,0,0,New Donors
D01188,10,9,4050,54,0,1,At Risk
D01189,11,38,17100,120,0,4,Loyal
D01190,8,29,13050,116,0,4,Loyal
D01191,1,4,1800,16,1,3,New Donors
D01192,4,4,1800,16,0,0,New Donors
D01193,4,1,450,4,0,0,New Donors
D01194,2,10,4500,30,1,2,Loyal
D01195,5,1,450,5,0,0,New Donors
D01196,1,2,900,14,1,3,New Donors
D01197,1,2,900,10,1,3,New Donors
D01198,16,14,6300,42,0,1,At Risk
D01199,1,3,1350,15,1,3,New Donors
D01200,0,6,2700,30,1,3,New Donors
D01201,10,3,1350,12,0,0,New Donors
D01202,6,2,900,6,0,0,New Donors
D01203,3,1,450,3,1,3,New Donors
D01204,2,1,450,2,1,3,New Donors
D01205,0,3,1350,15,1,3,New Donors
D01206,0,2,900,6,1,3,New Donors
D01207,1,4,1800,24,1,3,New Donors
D01208,0,2,900,14,1,3,New Donors
D01209,18,3,1350,18,0,1,At Risk
D01210,5,1,450,5,0,0,New Donors
D01211,10,3,1350,21,0,0,New Donors
D01212,6,2,900,12,0,0,New Donors
D01213,8,2,900,8,0,0,New Donors
D01214,8,4,1800,28,0,0,New Donors
D01215,2,1,450,2,1,3,New Donors
D01216,3,2,900,8,1,3,New Donors
D01217,4,2,900,10,0,0,New Donors
D01218,8,2,900,8,0,0,New Donors
D01219,5,1,450,5,0,0,New Donors
D01220,11,36,16200,120,0,4,Loyal
D01221,3,1,450,3,1,3,New Donors
D01222,1,1,450,1,1,3,New Donors
D01223,0,5,2250,35,1,3,New Donors
D01224,11,3,1350,15,0,1,At Risk
D01225,10,2,900,10,0,0,New Donors
D01226,2,1,450,2,1,3,New Donors
D01227,10,3,1350,15,0,0,New Donors
D01228,5,1,450,5,0,0,New Donors
D01229,4,1,450,4,0,0,New Donors
D01230,5,2,900,12,0,0,New Donors
D01231,1,3,1350,21,1,3,New Donors
D01232,2,4,1800,12,1,3,New Donors
D01233,0,9,4050,63,1,3,New Donors
D01234,1,14,6300,98,1,2,Loyal
D01235,5,1,450,5,0,0,New Donors
D01236,6,2,900,14,0,0,New Donors
D01237,2,2,900,10,1,3,New Donors
D01238,9,2,900,10,0,0,New Donors
D01239,0,13,5850,39,1,2,Loyal
D01240,1,50,22500,120,1,4,Loyal
D01241,5,15,6750,60,0,2,Loyal
D01242,8,3,1350,15,0,0,New Donors
D01243,11,9,4050,27,0,1,At Risk
D01244,10,2,900,10,0,0,New Donors
D01245,10,6,2700,18,0,1,At Risk
D01246,2,13,5850,52,1,2,Loyal
D01247,0,2,900,14,1,3,New Donors
D01248,3,9,4050,27,1,2,Loyal
D01249,7,7,3150,42,0,0,New Donors
D01250,0,2,900,14,1,3,New Donors
D01251,2,2,900,12,1,3,New Donors
D01252,0,2,900,12,1,3,New Donors
D01253,6,2,900,6,0,0,New Donors
D01254,8,3,1350,18,0,0,New Donors
D01255,0,3,1350,12,1,3,New Donors
D01256,11,4,1800,20,0,1,At Risk
D01257,22,7,3150,28,0,1,At Risk
D01258,2,2,900,6,1,3,New Donors
D01259,2,1,450,2,1,3,New Donors
D01260,9,3,1350,9,0,0,New Donors
D01261,8,3,1350,12,0,0,New Donors
D01262,3,4,1800,20,1,3,New Donors
D01263,1,1,450,1,1,3,New Donors
D01264,1,1,450,1,1,3,New Donors
D01265,6,2,900,6,0,0,New Donors
D01266,0,3,1350,12,1,3,New Donors
D01267,7,3,1350,21,0,0,New Donors
D01268,10,2,900,10,0,0,New Donors
D01269,2,1,450,2,1,3,New Donors
D01270,2,2,900,8,1,3,New Donors
D01271,4,2,900,6,0,0,New Donors
D01272,6,4,1800,16,0,0,New Donors
D01273,0,3,1350,15,1,3,New Donors
D01274,9,23,10350,115,0,2,Loyal
D01275,10,2,900,10,0,0,New Donors
D01276,3,1,450,3,1,3,New Donors
D01277,12,2,900,14,0,1,At Risk
D01278,1,3,1350,12,1,3,New Donors
D01279,5,1,450,5,0,0,New Donors
D01280,3,3,1350,15,1,3,New Donors
D01281,1,6,2700,42,1,3,New Donors
D01282,4,1,450,4,0,0,New Donors
D01283,1,1,450,1,1,3,New Donors
D01284,1,2,900,14,1,3,New Donors
D01285,1,1,450,1,1,3,New Donors
D01286,0,5,2250,35,1,3,New Donors
D01287,5,6,2700,24,0,0,New Donors
D01288,6,5,2250,30,0,0,New Donors
D01289,1,2,900,10,1,3,New Donors
D01290,0,1,450,0,1,3,New Donors
D01291,0,2,900,12,1,3,New Donors
D01292,13,10,4500,70,0,1,At Risk
D01293,4,2,900,8,0,0,New Donors
D01294,2,3,1350,18,1,3,New Donors
D01295,6,2,900,6,0,0,New Donors
D01296,8,4,1800,16,0,0,New Donors
D01297,2,10,4500,30,1,2,Loyal
D01298,2,1,450,2,1,3,New Donors
